Cód. Produto;Descrição;Unid.;Categoria;Família;Grupo Produto
043.130;043.130 - Maca Gala Pick & Nick Imp Pct 850gr Cx 22 Und;18,70;Maca Gala Imp Pick & Nicky;Maca Gala Imp;Maca
043.130;043.130 - Maca Pick & Nick Imp Pct 850gr Cx 22 Und;18,70;Maca Gala Imp Pick & Nicky;Maca Gala Imp;Maca
043.131;043.131 - Maca Red Imp Eleg Cal 72-80 Cx 18kg;18,00;Maca Red Imp;Maca Red;Maca
043.132;043.132 - Maca Granny Smith Imp Eleg Cal 80-113 Cx 17kg;17,00;Maca Granny Imp;Maca Granny;Maca
043.133;043.133 - Maca Royal Gala Imp Eleg Cal 125 Cx 19kg;19,00;Maca Gala Imp;Maca Gala;Maca
043.134;043.134 - Maca Royal Gala Imp Com Cal 125 Cx 20kg;20,00;Maca Gala Imp;Maca Gala;Maca
043.135;043.135 - Maca Royal Gala Imp Com Cal 88-113 Cx 19kg;19,00;Maca Gala Imp;Maca Gala;Maca
043.136;043.136 - Maca Royal Gala Imp Com Cal 125 Cx 19kg;19,00;Maca Gala Imp;Maca Gala;Maca
043.137;043.137 - Maca Gala Pick & Nick Imp Pct 850gr Cx 14 Und;11,90;Maca Gala Imp;Maca Gala Imp;Maca
043.137;043.137 - Maca Pick & Nick Imp Pct 850gr Cx 14 Und;11,90;Maca Gala Imp;Maca Gala Imp;Maca
043.138;043.138 - Maca Royal Gala Imp Eleg Cal 198 Cx 20kg;20,00;Maca Gala Imp;Maca Gala;Maca
043.139;043.139 - Maca Royal Gala Imp Com Cal 88-113 Cx 20kg;20,00;Maca Gala Imp;Maca Gala Imp;Maca
043.140;043.140 - Maca Royal Gala Imp Com Cal 150 / 163-175 Cx 20kg;20,00;Maca Gala Imp;Maca Gala Imp;Maca
043.141;043.141 - Maca Fuji Imp Eleg Cal 80-113 Cx 18kg;18,00;Maca Fuji Imp;Maca Fuji Imp;Maca
043.142;043.142 - Maca Gold Rose Imp Cx 18 Kg;18,00;Maca Gala Imp;Maca Gala;Maca
043.143;043.143 - Maca Royal Gala Imp Eleg Cal 135-138 Cx 19kg;19,00;Maca Gala Imp;Maca Gala Imp;Maca
043.144;043.144 - Maca Pink Lady Imp Pct 1kg Cx 12 Und;12,00;Maca Pink Lady;Maca Pink Lady;Maca
043.145;043.145 - Maca Gala Pink Imp Eleg Cal 150-163 Cx 19,5 Kg;19,50;Maca Gala Pink;Maca Pink Lady;Maca
043.146;043.146 - Maca Pink Lady Imp Eleg Cal 150-165 Cx 17,5 Kg;17,50;Maca Pink Lady;Maca Pink Lady;Maca
043.148;043.148 - Maca Royal Gala Imp Com Cal 125 Cx 18kg;18,00;Maca Gala Imp;Maca Gala Imp;Maca
043.150;043.150 - Maca Red Imp Eleg Cal 150-175 Cx 20kg;20,00;Maca Red Imp;Maca Red;Maca
043.151;043.151 - Maca Granny Smith Imp Eleg Cal 135 Cx 18kg;18,00;Maca Granny Imp;Maca Granny;Maca
044.001;044.001 - Caqui Imp Cat 1 Cal 12-18 Cx 4,5kg;4,50;Caqui Imp;Caqui Rojo Brilhante;Caqui
044.005;044.005 - Caqui Fuyu Cx 15 Kg;15,00;Caqui Imp;Caqui Fuyu;Caqui
051.001;051.001 - Ameixa Fresca Black Imp Eleg Cal 45-50 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.002;051.002 - Ameixa Fresca Black Imp Eleg Cal 50-55 Cx 7kg;7,00;Ameixa Imp;Ameixa Importada;Ameixa
051.003;051.003 - Ameixa Fresca Black Imp Eleg Cal 50-55 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.004;051.004 - Ameixa Fresca Black Imp Eleg Cal 55-60 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.005;051.005 - Ameixa Fresca Black Imp Eleg Cal 60-65 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.006;051.006 - Ameixa Fresca Black Imp Eleg Cal 65-70 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.007;051.007 - Ameixa Fresca Black Imp Eleg Cal 70-75 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.009;051.009 - Ameixa Fresca Imp Varejo;1,00;Ameixa Imp;Ameixa Importada;Ameixa
051.011;051.011 - Ameixa Imp Qualita Caixa 10 Unidades Com 400 Gramas;4,00;Ameixa Imp;Ameixa Importada;Ameixa
051.015;051.015 - Ameixa Fresca Nac Cal G Cx 6kg;6,00;Ameixa;Ameixa Nacional;Ameixa
051.016;051.016 - Ameixa Fresca Nac Cal P/M Cx 6kg;6,00;Ameixa;Ameixa Nacional;Ameixa
051.017;051.017 - Ameixa Fresca Nacional Cx 9kg;9,00;Ameixa;Ameixa Nacional;Ameixa
051.018;051.018 - Ameixa Fresca Black Imp Com Cal 65-70 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.019;051.019 - Ameixa Fresca Black Imp Com Cal 60-65 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.020;051.020 - Ameixa Fresca Black Imp Com Cal 50-55 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.021;051.021 - Ameixa Fresca Black Imp Com Cal 55-60 Cx9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.022;051.022 - Ameixa Fresca Black Imp Com Cal 45-50 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.023;051.023 - Ameixa Importada Pick & Nicky 500g X 10und;10,00;Ameixa Pick & Nicky;Ameixa Importada;Ameixa
051.024;051.024 - Ameixa Pick & Nicky 500g X 22 Und;11,00;Ameixa Pick & Nicky;Ameixa Nacional;Ameixa
051.024;051.024 - Ameixa Pick & Nicky 500g X 22und;22,00;Ameixa Pick & Nicky;Ameixa Nacional;Ameixa
051.025;051.025 - Ameixa Importada Pick & Nicky 500g X 22und;22,00;Ameixa Pick & Nicky;Ameixa Nacional;Ameixa
051.026;051.026 - Ameixa Fresca Black Imp Eleg Cx 4,5kg;4,50;Ameixa Imp;Ameixa Nacional;Ameixa
051.026;051.026 - Ameixa Fresca Black Imp Eleg Cx 5kg;5,00;Ameixa Imp;Ameixa Nacional;Ameixa
051.027;051.027 - Ameixa Fresca Black Imp Eleg Cal 40-50 Cx 9kg;9,00;Ameixa Imp;Ameixa Importada;Ameixa
051.028;051.028 - Ameixa Seca S/ Caroco Imp Reserva Gourmet Cx 24 Und C/150g;3,60;Ameixa Seca;Ameixa Seca S/ Caroco;Ameixa
051.029;051.029 - Ameixa Fresca Nac Cal P/M Cx 10kg;10,00;Ameixa;Nectarina Nacional;Ameixa
051.030;051.030 - Ameixa Fresca Nac Cal G Cx 10 Kg;10,00;Ameixa;Nectarina Nacional;Ameixa
051.031;051.031 - Ameixa Fresca Nac Cal P/M Cx 8kg;8,00;Ameixa;Ameixa Nacional;Ameixa
051.032;051.032 - Ameixa Fresca Nac Cal G Cx 8kg;8,00;Ameixa;Ameixa Nacional;Ameixa
051.033;051.033 - Ameixa Pick & Nicky 500g X 10 Und;5,00;Ameixa Pick & Nicky;Nectarina Nacional;Ameixa
051.035;051.035 - Ameixa Fresca Imp Com Cal 65-70 Cx 15kg;15,00;Ameixa Imp;Ameixa Importada;Ameixa
051.036;051.036 - Ameixa Fresca Imp Com Cal 55-60 Cx 15kg;15,00;Ameixa Imp;Ameixa Importada;Ameixa
051.037;051.037 - Ameixa Fresca Imp Com Cal 60-65 Cx 15kg;15,00;Ameixa Imp;Ameixa Importada;Ameixa
052.001;052.001 - Pessego Imp Eleg Cx 09kg;9,00;Pessego Imp;Pessego Importado;Pessego
052.002;052.002 - Pessego Nac Cx 10 Kg;10,00;Pessego;Pessego Nacional;Pessego
052.003;052.003 - Pessego Imp Eleg Cx 08kg;8,00;Pessego Imp;Pessego Importado;Pessego
052.004;052.004 - Pessego Fresco Nac Cal G Cx 6kg;6,00;Pessego;Pessego Nacional;Pessego
052.005;052.005 - Pessego Fresco Nac Cal P/M Cx 6kg;6,00;Pessego;Pessego Nacional;Pessego
052.006;052.006 - Pessego Fresco Nacional Cx 9kg;9,00;Pessego;Pessego Nacional;Pessego
052.007;052.007 - Pessego Fresco Nac Cal P/M/G Cx 8kg;8,00;Pessego;Pessego Nacional;Pessego
053.001;053.001 - Nectarina Imp Eleg Cx 08kg;8,00;Nectarina Imp;Nectarina Importada;Nectarina
053.002;053.002 - Nectarina Imp Eleg Cx 09kg;9,00;Nectarina Imp;Nectarina Importada;Nectarina
053.003;053.003 - Nectarina Nac Cx 10kg;10,00;Nectarina;Nectarina Nacional;Nectarina
053.004;053.004 - Nectarina Fresca Nacional Cx 6kg;6,00;Nectarina;Nectarina Nacional;Nectarina
053.005;053.005 - Nectarina Fresca Nac Cx 9kg;9,00;Nectarina;Nectarina Nacional;Nectarina
060.001;060.001 - Ameixa Seca S/ Caroco Imp Cx 10kg;10,00;Ameixa Seca Granel;Ameixa Seca S/ Caroco;Ameixa Seca
060.002;060.002 - Ameixa Seca S/ Caroco Imp Reserva Gourmet Cx 24 Und C/150g;3,60;Ameixa Seca;Ameixa Seca S/ Caroco;Ameixa Seca
061.003;061.003 - Uva Passa Escura S/ Semente Imp R. Gourmet Cx 50 Und / 200g;10,00;Uva Passa Escura;Uva Passa Preta;Uva Passa
061.004;061.004 - Uva Passa Imp. S/ Semente Escura Cx 10kg;10,00;Uva Passa Granel;Uva Passa Preta;Uva Passa
061.005;061.005 - Uva Passa Clara Imp Reserva Gourmet Cx 24 Und C/200g;4,80;Uva Passa Clara;Uva Passa Branca;Uva Passa
061.007;061.007 - Uva Passa Preta S/ Semente Imp Reserva Gourmet Cx 24 Und C/150g;3,60;Uva Passa Escura;Uva Passa Preta;Uva Passa
061.007;061.007 - Uva Passa Preta S/Semente Imp Reserva Gourmet Cx 24und C/150g;3,60;Uva Passa Escura;Uva Passa Preta;Uva Passa
061.008;061.008 - Uva Passa Clara S/ Semente Imp Reserva Gourmet Cx 24 Und C/150g;3,60;Uva Passa Clara;Uva Passa Branca;Uva Passa
061.008;061.008 - Uva Passa Clara S/Sement Imp Res Gourmet Cx24 Und C/150g;3,60;Uva Passa Clara;Uva Passa Branca;Uva Passa
062.002;062.002 - Ameixa Seca S/ Caroco Imp Cx 10kg;10,00;Ameixa Seca;Ameixa Seca S/ Caroco;Amendoa
062.003;062.003 - Ameixa Seca S/ Caroco Imp R. Gourmet Cx 50 X 200g;10,00;Ameixa Seca;Ameixa Seca S/ Caroco;Amendoa
062.005;062.005 - Amendoa Crua S/ Casca Imp Cx 10kg;10,00;Amendoa;Amendoa S/ Casca;Amendoa
062.006;062.006 - Amendoa S/ Caroco Cx 10kg;10,00;Amendoa;Amendoa S/ Casca;Amendoa
062.007;062.007 - Ameixa Seca Com Caroco Imp Reserva Gourmet Cx 24 Und X 200g;4,80;Ameixa Seca;Ameixa Seca C/ Caroco;Amendoa
062.008;062.008 - Amendoas Sem Casca Imp Reserva Gourmet Cx 24 Und X 150g;3,60;Amendoa;Amendoa S/ Casca;Amendoa
062.009;062.009 - Amendoa Crua S/ Casca Imp Cx 20 Kg;20,00;Amendoa;Amendoa S/ Casca;Amendoa
062.009;062.009 - Amendoa Crua S/ Casca Imp Cx 22,68 Kg;22,68;Amendoa;Amendoa S/ Casca;Amendoa
062.010;062.010 - Amendoa Crua S/ Casca Imp Cx 12kg;12,00;Amendoa;Amendoa S/ Casca;Amendoa
062.011;062.011 - Amendoas Sem Casca Imp Reserva Gourmet Cx 24 Und X 100g;2,40;Amendoa;Amendoa S/ Casca;Amendoa
063.002;063.002 - Ameixa Seca S/ Caroco Imp Reserva Gourmet Cx 24 Und C/200g;4,80;Ameixa Seca;Ameixa Seca S/ Caroco;Frutas Cristalizada
063.003;063.003 - Frutas Cristalizadas Cx 10 Kg;10,00;Frutas Cristalizadas;Frutas Cristalizadas;Frutas Cristalizada
063.005;063.005 - Uva Passa Preta S/ Semente Imp Reserva Gourmet Cx 24 Und C/200g;4,80;Uva Passa Escura;Uva Passa Preta;Frutas Cristalizada
063.006;063.006 - Frutas Cristalizadas Reserva Gourmet Cx 24 Und X 200g;4,80;Frutas Cristalizadas;Frutas Cristalizadas;Frutas Cristalizada
063.008;063.008 - Frutas Cristalizadas Reserva Gourmet Cx 24 Und X 150g;3,60;Frutas Cristalizadas;Frutas Cristalizadas;Frutas Cristalizada
065.001;065.001 - Nozes S/ Casca Cx 10kg;10,00;Nozes;Nozes;Noz
065.002;065.002 - Nozes Mariposa Imp Reserva Gourmet Cx 50 Und X 100g;5,00;Nozes;Nozes;Noz
065.004;065.004 - Nozes Mariposa Imp R. Gourmet Cx 24 Und X 100g;2,40;Nozes;Nozes;Noz
065.005;065.005 - Nozes Mariposa Imp R. Gourmet Cx 24 Und X 100g;2,40;Nozes;Amendoa C/ Casca;Noz
066.004;066.004 - Tamaras Secas Imp Reserva Gourmet Cx 24 Und X 150g;3,60;Tamara Imp;Tamara S/ Semente;Tamara
066.005;066.005 - Tamara Com Caroco Imp Reserva Gourmet Cx 24 Und X 200g;4,80;Tamara Imp;Tamara C/ Semente;Tamara
066.008;066.008 - Tamara C/ Caroco Doce Mel Cx 5 Kg / 25 X 200g;5,00;Tamara Imp;Tamara C/ Semente;Tamara
067.001;067.001 - Pistache Cx 10kg;10,00;Pistache;Pistache;Pistache
067.002;067.002 - Pistache Imp Reserva Gourmet Cx 50 Und X 100g;5,00;Pistache;Pistache;Pistache
067.003;067.003 - Pistache Imp Reserva Gourmet Cx 24 Und X 100g;2,40;Pistache;Pistache;Pistache
068.001;068.001 - Damasco Cx 12,5 Kg;12,50;Damasco;Damasco;Damasco
068.002;068.002 - Damasco Turco Imp Reserva Gourmet Cx 24 Und X 100g;2,40;Damasco;Damasco;Damasco
068.004;068.004 - Damasco Turco Seco Imp Reserva Gourmet Cx 24 Und X 120g;2,88;Damasco;Damasco;Damasco
069.001;069.001 - Castanha Do Para Reserva Gourmet Cx 50 Und X 100g;5,00;Castanha Do Para;Castanha-Do-Para;Castanha
069.002;069.002 - Castanha Do Para Reserva Gourmet Cx 24 Und C/100g;2,40;Castanha Do Para;Castanha-Do-Para;Castanha
069.003;069.003 - Castanha Do Para Cx 20kg;20,00;Castanha Do Para;Castanha-Do-Para;Castanha
069.004;069.004 - Castanha Do Para Cx 10kg;10,00;Castanha Do Para;Almeirao;Castanha
069.006;069.006 - Castanha Do Para Reserva Gourmet Cx 24 Und C/120g;2,88;Castanha Do Para;Castanha-Do-Para;Castanha
069.014;069.014 - Castanha De Caju Torrada Sem Sal Nac Cx 11kg;11,00;Castanha Do Para;Castanha De Caju;Castanha
069.015;069.015 - Castanha De Caju Torrada Com Sal Nac Cx 11kg;11,00;Castanha Do Para;Castanha De Caju;Castanha
071.001;071.001 - Pimentao Amarelo Cx 10kg;10,00;Pimentao Amarelo;Pimentao Blocky Amarelo;Pimentao
071.002;071.002 - Pimentao Laranja Cx 10kg;10,00;Pimentao Laranja;Pimentao Blocky Laranja;Pimentao
071.003;071.003 - Pimentao Rei Amarelo Cx 4 Kg / 40 X 100g;4,00;Pimentao Rei Amarelo;Pimentao Blocky Amarelo;Pimentao
071.004;071.004 - Pimentao Rei Amarelo Cx 4,5kg / 30 X 150g;4,50;Pimentao Rei Amarelo;Pimentao Blocky Amarelo;Pimentao
071.005;071.005 - Pimentao Rei Duo 250g Cx 4,5 Kg / 18 X 250g;4,50;Pimentao Rei Duo;Pimentao Blocky Duo;Pimentao
071.006;071.006 - Pimentao Rei Laranja Cx 4,5kg / 30 X 150g;4,50;Pimentao Rei Laranja;Pimentao Blocky Laranja;Pimentao
071.007;071.007 - Pimentao Rei Longo Cx 4,5kg / 15 X 300g;4,50;Pimentao Rei Longo;Pimentao Longo;Pimentao
071.009;071.009 - Pimentao Rei Vermelho Cx 4,5kg / 30 X 150g;4,50;Pimentao Rei Vermelho;Pimentao Blocky Vermelho;Pimentao
071.009;071.009 - Pimentão Rei Vermelho Cx 4,5kg / 30 X 150g;4,50;Pimentao Rei Vermelho;Pimentao Blocky Vermelho;Pimentao
071.010;071.010 - Pimentao Rei Vermelho Cx 4kg / 40 X 100g;4,00;Pimentao Rei Vermelho;Pimentao Blocky Vermelho;Pimentao
071.012;071.012 - Pimentao Vermelho;1,00;Pimentao Vermelho;Pimentao Blocky Vermelho;Pimentao
071.014;071.014 - Pimentao Rei Longo 200g / 22 Und Cx 4,4kg;4,40;Pimentao Rei Longo;Pimentao Longo;Pimentao
071.015;071.015 - Pimentao Amarelo Cx 5kg;5,00;Pimentao Amarelo;Pimentao Blocky Amarelo;Pimentao
071.016;071.016 - Pimentao Vermelho Cx 5kg;5,00;Pimentao Vermelho;Pimentao Blocky Vermelho;Pimentao
071.017;071.017 - Pimentao Laranja Cx 5kg;5,00;Pimentao Laranja;Pimentao Blocky Laranja;Pimentao
071.018;071.018 - Pimentao Vermelho Cx 10kg;10,00;Pimentao Vermelho;Pimentao Lamuyo;Pimentao
071.019;071.019 - Pimentao Amarelo 8kg;8,00;Pimentao Amarelo;Pimentao Comum;Pimentao
071.020;071.020 - Pimentao Vermelho 8kg;8,00;Pimentao Vermelho;Pimentao Comum;Pimentao
072.001;072.001 - Mini Tomates Turma Da Monica Cx 10,8kg / 60 X 180g;10,80;Tomate Grape;Tomate;Tomate
072.003;072.003 - Tomate Aquarela Natural Da Horta Cx 9kg / 50 X 180g;9,00;Tomate Grape;Tomate Aquarela;Tomate
072.006;072.006 - Tomate Bombom Natural Da Horta Cx 9kg / 50 X 180g;9,00;Tomate Grape;Tomate Grape;Tomate
072.007;072.007 - Tomate Bombom Premium Cx 9kg / 50 X 180g;9,00;Tomate Grape;Tomate Grape;Tomate
072.008;072.008 - Tomate Cereja Rama Cx 9,2kg / 46 X 200g;9,20;Tomate Rama;Tomate Grape;Tomate
072.015;072.015 - Tomate Sweet Grape Uva Cx 10,8kg X 60 X 180g;10,80;Tomate Grape;Tomate Grape;Tomate
072.018;072.018 - Tomate Bombom 500g Cx 20 Und;5,00;Tomate Grape;Tomate Grape;Tomate
072.020;072.020 - Tomate Mel Grape Cx 10,8 Kg / 60 X 180g;10,80;Tomate Grape;Tomate Grape;Tomate
072.021;072.021 - Tomate Mel Grape Cx 12 Kg / 24 X 500g;12,00;Tomate Grape;Tomate Grape;Tomate
072.028;072.028 - Tomate Bombom Premium Cx Plastica 9kg / 50 X 180g;9,00;Tomate Grape;Tomate Grape;Tomate
072.029;072.029 - Tomate Bombom A Granel Cx 10kg;10,00;Tomate Grape;Tomate Grape;Tomate
073.001;073.001 - Abobora Cremosa Bata Cat Extra Cx 11kg;11,00;Abobora Bata;Abobora Bata;Abobora
073.002;073.002 - Abobora Japonesa Cat 1 Sc 20kg;20,00;Abobora Japonesa;Abobora Japonesa;Abobora
073.003;073.003 - Abobora Moranga Cat 1 Sc 20kg;20,00;Abobora Moranga;Abobora Moranga;Abobora
073.004;073.004 - Jerimum Leite;1,00;Abobora Jerimum Leite;Jerimum Leite;Abobora
073.007;073.007 - Abobora Japonesa Cat 1 Cx Ifco 15kg;15,00;Abobora Japonesa;Abobora Japonesa;Abobora
073.010;073.010 - Abobora Caboclo Cat 1 Sc 20 Kg;20,00;Abobora Caboclo;Outras Aboboras;Abobora
073.011;073.011 - Abobora Jacarezinho Cat 1 Sc 20kg;20,00;Abobora Jacarezinho;Outras Aboboras;Abobora
073.012;073.012 - Abobora Jerimum De Leite Cat 1 Sc 20kg;20,00;Abobora Jerimum Leite;Outras Aboboras;Abobora
073.013;073.013 - Abobora Jerimum De Leite Cat 1 Sc 40kg;40,00;Abobora Jerimum Leite;Outras Aboboras;Abobora
073.015;073.015 - Abobora Cremosa Bata Cat Extra Cx 15kg;15,00;Abobora Bata;Abobora Bata;Abobora
073.017;073.017 - Abobora Japonesa Cat 1 Sc 18kg;18,00;Abobora Japonesa;Abobora Japonesa;Abobora
075.001;075.001 - Brocolis Ninja Qualita Cx 4,5kg / 15 X 300g;4,50;Brocolis;Brocolis;Verduras
075.002;075.002 - Brocolis Ninja R. Gourmet Cx 4,5kg / 15 X 300g;4,50;Brocolis;Brocolis;Verduras
075.008;075.008 - Brocolis Ninja Bdj Cx 9 Kg / 30 X 300g;9,00;Brocolis;Brocolis;Verduras
075.009;075.009 - Brocolis Ninja Bdj Cx 5 Kg Nacional;5,00;Brocolis;Brocolis;Verduras
075.011;075.011 - Brocolis Florete Pick & Nick Cx 4kg / 20 X 200g;4,00;Brocolis;Brocolis;Verduras
075.013;075.013 - Brocolis Ninja Bdj Cx 4,5kg / 15 X 300g;4,50;Brocolis;Brocolis;Verduras
075.014;075.014 - Brocolis Ninja Cx Plastica 3,6kg / 12 X 300g;3,60;Brocolis;Brocolis;Verduras
075.015;075.015 - Brocolis Ninja Bdj Cx Plastica 3,9 Kg / 13 X 300g;3,90;Brocolis;Brocolis;Verduras
075.016;075.016 - Brocolis Ninja Bdj Cx 7,2 Kg / 24 X 300g;7,20;Brocolis;Brocolis;Verduras
076.001;076.001 - Aspargo Cx 5 Kg / 11 Und;5,00;Aspargo Imp;Aspargo;Vegetais Exoticos
076.002;076.002 - Aspargo Imp Cx 5kg / 11 Und;5,00;Aspargo Imp;Aspargo;Vegetais Exoticos
077.001;077.001 - Alho Imp Granel;1,00;Alho Imp;Alho Comum;Raizes/Tuberculos
077.002;077.002 - Alho Imp Cx 10kg;10,00;Alho Imp;Alho Comum;Raizes/Tuberculos
077.008;077.008 - Cara Sao Tome;1,00;Cara;Cara;Raizes/Tuberculos
077.011;077.011 - Gengibre Cx 10kg;10,00;Gengibre;Gengibre;Raizes/Tuberculos
077.015;077.015 - Cara Sao Tome Extra;1,00;Cara;Cara;Raizes/Tuberculos
077.016;077.016 - Gengibre Extra Cx 14kg;14,00;Gengibre;Gengibre;Raizes/Tuberculos
077.017;077.017 - Alho Roxo Nacional Tipo 5 Cx 10 Kg;10,00;Alho;Alho Comum;Raizes/Tuberculos
077.018;077.018 - Gengibre Extra Cx Ifco 5 Kg;5,00;Gengibre;Gengibre;Raizes/Tuberculos
077.019;077.019 - Gengibre / Ginger Cx 4,5kg Exp;4,50;Gengibre;Gengibre;Raizes/Tuberculos
077.020;077.020 - Gengibre Cx 4,5kg;4,50;Gengibre;Gengibre;Raizes/Tuberculos
077.021;077.021 - Abobora Spaghetti Vegano Rg Cx 5kg;5,00;Outras Aboboras;Outras Aboboras;Raizes/Tuberculos
077.022;077.022 - Mini Abobora Reserva Gourmet Cx 5kg;5,00;Outras Aboboras;Outras Aboboras;Raizes/Tuberculos
077.023;077.023 - Abobora Perola Negra Reserva Gourmet Cx 5kg;5,00;Outras Aboboras;Outras Aboboras;Raizes/Tuberculos
077.027;077.027 - Alho Nacional Tamanho 6 Cx 10kg;10,00;Alho;Alho Comum;Raizes/Tuberculos
077.028;077.028 - Alho Nacional Tamanho 5 Cx 10kg;10,00;Alho;Alho Comum;Raizes/Tuberculos
077.029;077.029 - Alho Imp Chines Tamanho 7 Cx 10kg;10,00;Alho Imp;Alho Comum;Raizes/Tuberculos
079.003;079.003 - Cebola Branca;1,00;Cebola Branca;Cebola;Legumes
080.001;080.001 - Goma Tapioca Doce Mel Fd 20 Un / Pc 1kg;20,00;Goma De Tapioca;Goma De Tapioca;Goma De Tapioca
080.002;080.002 - Fecula De Mandioca Sc 25kg;25,00;Goma De Tapioca;Goma De Tapioca;Goma De Tapioca
119.001;119.001 - Abobora Moranga Cat 1 Cx 10kg;10,00;Abobora Moranga;Abobora Moranga;Abobora
119.002;119.002 - Abobora Japonesa Cat 1 Cx 10kg;10,00;Abobora Japonesa;Abobora Japonesa;Abobora
119.003;119.003 - Abobora Cremosa Bata 1 Cx Ifco 11kg;11,00;Abobora Bata;Abobora Bata;Abobora
